,Text,Class,Score
504,Um and we actually get along pretty well so there's not too many conflicts,0,0.12568037976852317
505,But I think this is silly as it sounds,0,0.0705571610152508
506,One of the things is what we eat after meals or after games,0,0.33141366362000685
507,Um and so I think it's kind of nice sometimes I'll just speak with one or two players r come to a consensus before we really discuss with the team what we are doing after games,0,0.4560009826490152
508,And so that way I kind of get a feel like amongst the 3 or 4 of us like what the team would like be most receptive to something like that and so then we come to some kind of consensus this is what we're gonna do instead of opening it up to the entire team,0,0.30353397813348454
509,Like what would you like to do after the game? And getting you know 16 different opinions and having to deal with that,0,0.30222748238379366
510,I'm getting like of small set of like you know options and we have people with dietary restrictions and things like that,1,0.7341612924740594
511,So uh I think that way it's just being able to get a couple of different opinions come to a conclusion before um making a decision,0,0.15455013832531528
512,That's been pretty successful,0,0.39245568688584626
513,one of my weaknesses might be um maybe voicing my opinion all the time,0,0.18755857915192653
514,Sometimes if I'm in a group with a lot of like loud personalities I might have um an opinion on a matter but not always want to voice it in the most,0,0.32230062042973917
515,I won't um word my feelings in the best way or be able to convey exactly my emotions um so I think working to do that and I think just through getting more leadership exposure and really pushing myself to get out there has been helping me overcome that,0,0.20919740887807237
516,I think that from freshman to now junior year that it definitely by taking more leadership roles on I've been able to become more vocal person to kind of like express my concerns,1,0.5737824960575687
517,I think you should hire me because I think I have a lot of uh technical or skills both um like bases off of my academic performance s,1,0.8088170427287866
518,I would have good but also more I feel like I work well with others,1,0.7642480901805394
519,I'm able to take initiative and if there's ever some sort of concern I've never had a pro with people coming to me to discuss it,0,0.271587471786791
520,Um I think I'm good at recognizing problems early before they get too uh become a good a big problem,0,0.3937983692193587
521,Um and kind of address them in a very professional manner and fix it um the problem can go over smoothly,0,0.2115156921086478
522,Good,1,0.9036480987850044
523,You?,0,0.13115931029929018
524,Yeah sorry I was- think I was late,1,0.7700714383290845
525,I totally like messed up,0,0.35729155202333646
526,I thought we were at the media lab,1,0.642912184984852
527,But,0,0.07018898356424853
528,Ahh hmm,0,0.2387154408523499
529,So uhh I would- would say that the job I’m interviewing for let’s stay down here,0,0.09444753853762607
530,So yeay I’m Chase and I guess um I don’t know,0,0.15455013832531528
531,I really enjoy computers and outdoors that’s -that’s generally what I give people,0,0.445823403679451
532,Um so in both of these um in computers mainly uhh at MIT I think some of my favorite classes have actually been graphics,0,0.34651595146154224
533,and computational photography as well,0,0.13457995866975905
534,So it’s actually been really interesting to me getting into harder problems,0,0.02142171260519209
535,Um like really deep programming like C I’m actually getting more interested in,0,0.23226963873358347
536,Whereas before when I came to MIT I had no idea about this stuff and I just did a lot of web-development,0,0.09444753853762607
537,Umm otherwise I just,0,0.3022838906250506
538,I really just enjoy working on random projects,0,0.31213544981287855
539,Going to Aca-thons [SP?] a lot and hanging out with people,0,0.2387154408523499
540,Umm yeah,0,0.2387154408523499
541,Just building cool things,0,0.39245568688584626
542,Uhh otherwise uhh my main thing I do afterwards is ultimate Frisbee which I really enjoy,0,0.23226963873358347
543,Uhh actually that would probably be,0,0.12001822993247584
544,I would actually put this on Frisbee,0,0.18051115217519223
545,Uhh so I started the Frisbee club in my high school um my junior year,0,0.3022838906250506
546,And umm basically it was just a bunch of my friends,0,0.09444753853762607
547,We used to play around a lot and we said “Hey why don’t we just make this a team?” It was about 15 or 20 of us,0,0.3887681302185169
548,Umm so I became captain and what that entailed was getting people to practices every day or maybe three times a week depending on like how people’s schedules were,1,0.5338463461786015
549,But it was definitely tricky because I mean we had to get you know at least 15 people out on the field to be able to actually play a game because you need 7 on each side,0,0.029398459550941756
550,Umm so uhh getting all this organized like everyday was umm definitely like pretty hard to do,0,0.2115156921086478
551,And I had to get people passionate enough to be wanting to play every time that we needed to play,0,0.25353811833686407
552,Umm and by the end uhh we went to a tournament in Texas,0,0.33141366362000685
553,which is where I’m from,0,0.3022838906250506
554,Umm and we got 5th my junior year and 3rd my senior year which is great without a coach or anything,1,0.5852163666581659
555,Umm just a lot of playing around with my friends yeah,0,0.3572911640991484
556,Uhh hmm OK,0,0.2387154408523499
557,So let’s- let’s go with robotics,0,0.07018898356424853
558,That was one of the classes I was in uhh last semester,0,0.3022838906250506
559,So umm basically uhh the first half of the class was just learning in general about robots,0,0.07018898356424853
560,And figuring out umm you know just like all the electronics first of all and then actually the computer sense behind it doing vision and such,0,0.06436505595457541
561,Umm so finally at the very end of the umm uhh class we had to make our own robots,0,0.33141366362000685
562,And so what I did there umm basically uhh we had a few meetings to figure out what type of robot we would be building and stuff,0,0.14153925129016182
563,Umm and I guess uhh what I wanted to do was umm basically go ahead with everything we’d already done,1,0.5455338645201713
564,Uhh and just push forward with that and just finish off basically,0,0.2387154408523499
565,And what my team members wanted to do was actually redo everything and start from the very bottom,0,0.015537124824823036
566,Umm so what we ended up doing I actually took their side umm and it worked out very well,0,0.1032468558164049
567,Umm we had uhh quite a few tricky problems involved like umm uhh one really cool thing we worked on was figuring out exactly umm how the robot can see the world,0,0.15572336604590054
568,and what we had with this we had a tile floor that we kind of cheated with,0,0.021642826481745682
569,We had a tile floor and then walls,0,0.33141366362000685
570,everywhere,0,0.2387154408523499
571,Umm so what we were able to do is say “Let’s just color the tile floor and wherever the coloring stops,0,0.33141366362000685
572,“So let’s look at all the light in the picture and whenever we don’t see any white that’s actually the bottom of the wall,0,0.14385601394430575
573,Umm yeah,0,0.2387154408523499
574,So then we basically took all these points that existed that represented roughly the bottom of the wall and then basically ran that through an algorhythm that created it uhh turned it into a line,0,0.13278584963937465
575,Umm so yeah,0,0.07018898356424853
576,That was- that was kind of what it was and it worked really well,0,0.17963402645220658
577,In the end we actually had this vision turned on which is really tricky and,0,0.0652265562111153
578,I think the first time they’d actually had umm some- something like this instead of just looking for balls and doing path planning,0,0.4429978114195979
579,Umm actually local- relocalization in the world,0,0.09607975816263775
580,Yeah,0,0.2387154408523499
581,OK uhh hmm,0,0.2387154408523499
582,One of my weaknesses? Umm I would go with umm,0,0.15248303418968046
583,umm,0,0.2387154408523499
584,Yeah I should’ve had a better answer for this question,1,0.5338463461786015
585,umm I guess,0,0.4316075683376617
586,I don’t know if I can plan to overcome it,0,0.4730831849790573
587,[laughing] I don’t know,0,0.3022838906250506
588,I- I- I’d actually say umm I- I wish I was a lot better in working- in working in teams,0,0.38535842737456816
589,Umm so I actually really enjoy working in teams in general and that’s umm actually been one of my biggest focuses at MIT because I just know everyone is like really great at everything,0,0.06788794010145202
590,Umm but being able to umm basically inspire people to do stuff that I think is a good idea,1,0.6100299707868481
591,Uhh I have found that I’m not the best at basically,0,0.4716025486650735
592,Umm uhh I mean just like just- just various aspects of just everything,0,0.4716025486650735
593,You know like working in this social club where we just throw offense in general for students and you know I’ve got like various ideas that I need to get across to people but sometimes people don’t agree with me and,1,0.5321423357125473
594,I either have to be persuasive or something or come up with better ideas,1,0.5724056014340263
595,Umm so I guess- I guess my plan to overcome this uhh so far has basically just been a lot of practice,0,0.4316075683376617
596,and just doing more uhh basically again like I’ve been doing a lot of teamwork in general,0,0.1768600974688769
597,I do really enjoy it,0,0.31213544981287855
598,So I think it just comes with practice and being very conscious about how other people do stuff very well and inspire me umm so hopefully I can inspire others,0,0.27356360199342006
599,Umm [laughs] uhh I guess because umm I- I would probably say the one word comes down to passion,1,0.7642480901805394
600,Umm I- whatever I’m doing I make sure umm to do it with everything that I have and I’m- I’m basically always thinking about the problems that I’m working on,0,0.2397396965153384
601,Umm I- I- I generally have like a pretty small scope of problems as well that I always try to narrow it down,0,0.49636385312367615
602,I’m not- I can’t take so many problems at the same time and try and solve all of them,0,0.21250816544335416
603,If I’m reading a book I’m only reading like one or two books,0,0.4716025486650735
604,Umm but with this umm I don’t know I- I- I’ve found it so far to be really helpful,0,0.38535842737456816
605,Umm I think my passion generally overflows to other people,1,0.6100299707868481
606,Umm I- I think I’m frequently jumping around uhh when I’m doing stuff,1,0.6114423030620092
607,and like explaining stuff and like listening to people,0,0.13457995866975905
608,Umm so I think I- I- I bring kind of some liveliness to places and also with this passion goes- I’m always looking at new stuff learning new stuff and- and teaching people about it umm and you know just enjoy making stuff,1,0.5045715944777942
609,Pretty well,0,0.39245568688584626
610,How are you?,0,0.15445987288440202
611,Um I'm Nikki,0,0.3022838906250506
612,I'm a course 6 major at MIT this year,0,0.3938730607112474
613,I live at east campus,0,0.3938730607112474
614,Um what do you want to know?,0,0.15445987288440202
615,I'm from Minnesota,0,0.3938730607112474
616,Um,0,0.2387154408523499
617,um,0,0.2387154408523499
618,I was in APO,0,0.3938730607112474
619,I was the fellowship vice president for a time,0,0.21250816544335416
620,I was responsible for organizing the [xx?],0,0.3938730607112474
621,basically it's limited to three sections,0,0.11521478613197428
622,Friendship leadership and service,0,0.2387154408523499
623,It was on my [xx?] organizing the events that,0,0.3022838906250506
624,helped to foster friendship among the brothers,0,0.39245568688584626
625,So we had this project a few weeks ago,0,0.1066093052570166
626,It was a [xx?] of [xx?] and one of our group-mates did the whole thing,0,0.33141366362000685
627,Yeah,0,0.2387154408523499
628,Um,0,0.2387154408523499
629,So we,0,0.1066093052570166
630,the other two of us we talked among ourselves to figure out what like had happened exactly because both of us are just kind of [xx?] really quickly,0,0.2571389984462586
631,And then arranged a meeting with the TA [xx?] to see if we could work out a solution and at the end it worked out okay,0,0.19732153176187164
632,It wasn't the best obviously because we hadn't gotten to do the work,1,0.5052336361306978
633,Resolved it,0,0.2387154408523499
634,I haven't had this kind of interview in forever,0,0.3938730607112474
635,I'm going to ask you to code,0,0.45888521649601605
636,I'm really quiet,0,0.31213544981287855
637,I just speak really quietly and it's because in my head it sounds louder than I guess it is,0,0.18134516056488517
638,I work on it,1,0.5724056014340263
639,I try to project and all that,0,0.3938730607112474
640,I ask people to tell me if I'm being too quiet cause I can't [xx?],1,0.6490718829987913
641,It's a real problem though,0,0.11521478613197428
642,For what? Uhm because I learn really quickly,0,0.061525215587393475
643,Um,0,0.2387154408523499
644,I bring a very positive attitude to the job and I like to have fun with what I do,1,0.6490718829987913
645,And I work hard at it and I don't what to let people down [xx?],0,0.08191717026182452
646,Good,1,0.9036480987850044
647,Yep,0,0.2387154408523499
648,Uh well I'm a Junior,0,0.4716025486650735
649,I'm an MIT student,0,0.3938730607112474
650,Um I'm majoring in both Math and Computer Science,0,0.3022838906250506
651,Uh what sort of skills and interests are you looking to find out about?,0,0.27342630663036205
652,Cool well I'm really interested in distributed systems actually and that's more of a research interest and the sort of application that it generally tends to have when I look at companies is parallel computing,1,0.8493100178312155
653,Um I actually did an internship last summer with Amazon and uh for them I ended up doing a lot of parallel computing with the hoodoo platform,0,0.12805425526188313
654,I'm also taking 6172 which is a performance engineering class and we do a lot of parallelism in C++,1,0.5067186044464734
655,Well uh this was in high school but in high school I was the uh president of our robotics team as well as the uh in the earlier years the head of respectively the the uh mechanical engineering team and our mechanical arm team,1,0.5852163666581659
656,Uh and you know that was a good leadership experience uh I've also been in uh in 6172 we have group projects - they're only two people - but um in some of the projects I've been the person doing a lot of the organizing,1,0.6480443715079547
657,Uh yeah um,0,0.2387154408523499
658,Are you more interested in a technical challenge or like in a working with people challenge?,0,0.45741044182905144
659,Okay,0,0.2387154408523499
660,Well um in my 6172 class I'm taking right now I was working with Jason,0,0.4716025486650735
661,He is a friend of mine and we were both working on the first project and we were trying to improve our speed in order to get up to the benchmark for like good fastness um of improvement,1,0.5852163666581659
662,And we had to prioritize different choices in terms of what might actually speed up our code by approximately five hundredfold,0,0.049342140267856965
663,Yeah it was pretty intense,0,0.2115156921086478
664,And we as such like had to sort of try and paralyze the work and you know it was pretty hard because the code - like merging two code documents is never fun and there was really only one document we were working on,0,0.04320927396406251
665,What ended up happening is that I spent most of the time uh driving which is to say coding him watching - verifying my algorithm,0,0.1620597888134149
666,It was stressful because it was getting close to the deadline and if we didn't finish this optimization we'd have to turn in an old version which was only ten times faster as opposed to five hundred times faster,0,0.2977831921157918
667,We ended up getting it not five hundred times faster but one hundred times faster,1,0.5052336361306978
668,I was quite pleased,1,0.6320398211835518
669,Working with him was sort of both working on the strategies of how to fix the technical problem as fast as possible given that we had two peoples' worth of manhours but only n actual hours,0,0.3523851046866215
670,Um and thinking about solutions to that technical problem was interesting,0,0.25606765850548896
671,Uh I when I get stressed tend to get a little snippy with people I'm working with,0,0.3022838906250506
672,I think it is not uncommon,1,0.532476616497347
673,Um but definitely when I'm - especially when I'm tired it's like 4 AM in the morning and I'm working with people,0,0.08191717026182452
674,When they're trying to explain something to me or I'm trying to explain something to them there's like inherent overhead and that can be very frustrating,0,0.2704138274778955
675,It causes me to like be short with people when like they're trying to explain things to me or I'm explaining things to them,0,0.4716025486650735
676,And it's something I'm working on because it doesn't actually make communication more effective it just makes everyone unhappy,0,0.02935760559696661
677,Um,0,0.2387154408523499
678,One of - so - there's a couple things one is that like I have to stay up late working on things so I inevitably get practice working at not being snippy,0,0.2704138274778955
679,Um but also like having recognized that this is something that I do something that is not effective for communication uh I have been trying to pay attention to um you know my tone of voice my friendliness and I've been trying to take the approach that when I do have to try to communicate in these situations to like optimize by minimizing the communication needed and being expressively relaxed during the periods of communication,0,0.21899413203219753
680,Because even if I need to be like working hard and stressing out about the work the communication portion doesn't need to take up much time,0,0.2704138274778955
681,And so if it takes like twice as long it doesn't matter because that's not the time you need to optimize,0,0.16870585012516354
682,I think you should hire me because I'm technically qualified I get along well with people I am interested in these fields,1,0.8088170427287866
683,Like I'm excited about Computer Science it's like what I want to do,0,0.4716025486650735
684,It's a large part of who I am - the Math and Computer Science part of me,0,0.3022838906250506
685,And as a result I'm going to enjoy work and enjoy working with people,0,0.1768600974688769
686,Um also the people I spend my time with outside of work will tend to be very similar kinds of people to the kinds of people I'll be interacting with at work,0,0.4716025486650735
687,And so it tends to work out pretty well,0,0.13457995866975905
688,In my previous internship with Amazon my team liked me a lot because I'm pretty laid back and enjoy joking around with people,1,0.5338463461786015
689,Bake food you know,0,0.2903869332990904
690,So I yeah you know I will solve your technical problems and I will get along with the team,0,0.02649117677626576
691,Good how are you?,1,0.8452898993011722
692,So I’m a junior in chemical engineering,0,0.09444753853762607
693,Im very interested in energy application so um from alternative energy to more traditional sources so basically oil fossil fuels,0,0.3938730607112474
694,Um and kind of optimizing that industry I think theres a lot of potential there so that’s that’s where my main interest is,0,0.4316075683376617
695,yeah,0,0.2387154408523499
696,Um so im uh vice president of corporalations (sp) for the society of woman engineers,0,0.15248303418968046
697,And um we just held in September a career fair banquet,0,0.19732153176187164
698,So we had a dinner for about 200 people following the career fair,0,0.19732153176187164
699,Um and its it’s a huge event to organize in the sense that students need to be matched up with companies that suit their interest for dinner,0,0.2387154408523499
700,so the goal is just to have kind of a relaxed networking event after you know the hecticness of the carrerr fair,0,0.16870585012516354
701,and and to just give people a chance to talk,0,0.07018898356424853
702,Um and so so I was working with a committee of six people and which I was the leader of and um I think one thing that I I really did to make sure that the event went smoothly was delegate tasks very early on,1,0.5235537960611565
703,Um so one of the one of things that happened in the previous years when I was one of the team and not leading the,0,0.4716025486650735
704,team was it became very disorganized because we didn’t know what the other tasks were what the other people were doing,0,0.17070910373751436
705,and in the end we ended up having to work throughout the event to keep things running smoothly and I wanted the team members to be able to sit down and have dinner as well,0,0.25353811833686407
706,so in the end it ended up running very well um and um kind of we all got to have dinner to so that was awesome,0,0.19732153176187164
707,um so one of our senior design or not our senior but one of our design classes within chemical engineering,0,0.33141366362000685
708,um asks us to design uh chemical plant in one of the uh software programs we use,0,0.33141366362000685
709,um and so it’s a very big project,0,0.2387154408523499
710,but its very modular,0,0.07018898356424853
711,So you can have somebody working on distillation columns and somebody working on the (sp) separator,0,0.08967900877249617
712,Um and so one of the challenges um within that um is making sure that everyone is keeping up with their um their part of the project,0,0.2387154408523499
713,and so one challenge that I faced with that project was making sure that one particular person was thou rally involved because um its a lot of work today and we cant really afford to have any anyone kind of slacking off,0,0.1032468558164049
714,um so kind of to addrses that problem I sat down with him had a conversation with him about it you know we are all feeling kind of the strain of this project the deadline is coming,0,0.12043335406230594
715,Um but um you know we cant have anyone sitting on the sidelines so what is it that you want to get more involved in or where do you think your skills are? And it turned out that um he wasn’t very um he wasn’t very comfortable writing the code in the program,0,0.2006437780282621
716,So he didn’t want to write bunky code and just have somebody else try to fix his work all the time but he was very tight with the teaching assistants and so he could funnel our questions through them and getr us some good answers um back from them so that we could keep going through the project so through that conversation we found a way for him to contribute,0,0.19732153176187164
717,I think um kind of within my personality,1,0.6114423030620092
718,I hacve a lot of a lot of go go go and uh and a lot of times I don’t um realize that waiting is the best option you know just letting certain events take their course um may in fact be the best option,1,0.5121648375477725
719,Um so kind of to give you a good example of this is um when I was trying to decide which internships um or which internship offerse to accept I kind of was very anxious to kind of pick one and go with it um and kinf of get started in meeting people,0,0.3260083851308101
720,In that company and figuring ouit what I wanted to do and um I think in that circumstance it would have been better after I had accepted an offer I I got other offers that I of course couldn’t consider because I was already tied to one particular offer and in that circumstance it would have been better to wait to see how things panned out,1,0.6100299707868481
721,And to just communicate with other people saying that you know I really do think that pushing the deadline is the best,0,0.14280139447180404
722,Option in this circumstance,0,0.2387154408523499
723,So kind of this year now I definitely waited for everything to pan out before making a decision,0,0.04151446662050083
724,Um and it has worked out really well actually,0,0.17963402645220658
725,I I was very tempted to give a response to one of the offers I received,0,0.4730831849790573
726,But over this last weekend I actually went to a conference um and it changed my mind,0,0.03414728906078335
727,Both companies that I was deciding between was at the conference,0,0.3022838906250506
728,And talking to the representatives really helped me,0,0.05007391579932511
729,So im glad that I waited to you know hit the buttons,0,0.21899413203219753
730,-I think that I have a uh ability to contribute really well to the group so not just bringing the knowledge um or the skills that are,0,0.34651595146154224
731,In your job description but also kind of the enthusiasms,0,0.2903869332990904
732,T he willingness to contribute my ideas to the,0,0.4716025486650735
733,Uh huh,0,0.2387154408523499
734,Discussion and um really emerge myself in whats going on would make me a stellar candidate I think,0,0.34651595146154224
735,I'm uh pretty good,1,0.5724056014340263
736,The weather's nice uh outside,0,0.39245568688584626
737,Okay so I'm a Junior,0,0.3022838906250506
738,I'm a Junior at IT,0,0.3938730607112474
739,Going to graduate uh a semester early actually,0,0.09607975816263775
740,So I'm going to be graduating next fall,0,0.04151446662050083
741,Um,0,0.2387154408523499
742,Because uh,0,0.2387154408523499
743,I I've been doing my my work pretty quickly I guess so I,0,0.43832997198318147
744,So uh I can graduate early that's a good thing,0,0.1768600974688769
745,Um I'm interested in going into nutrition in the long run,0,0.3022838906250506
746,Uh whether it be through medical school or you know even a certification,0,0.2903869332990904
747,Whatever but I uh in the meantime I want to get into Life Sciences consulting,0,0.3022838906250506
748,And I want to um explore the field and and and uh yeah,0,0.09444753853762607
749,do it as as soon as I can pretty much as long as I can,0,0.4716025486650735
750,In the field,0,0.2387154408523499
751,Um being successful,0,0.39245568688584626
752,Uh and getting somewhere,0,0.2387154408523499
753,Uh,0,0.2387154408523499
754,So,0,0.07018898356424853
755,Uh yeah,0,0.2387154408523499
756,Okay so I am President of the Endometrius Society and last year we organized a networking event so uh that that comprised of not only students but also like working professionals in the Boston area so basically I got in touch with and invited every single Armenian that I knew in the Boston area and it ended up being a hundred plus event that we actually coordinated in one of the dorms here in Bexley hall so it was also a lot of logistical um you know like practice getting over uh getting around the rules and stuff with capacity and everything and whether or not to serve alcohol and all that stuff,0,0.1616335607299572
757,So uh that that was a very big event and uh it was very successfully because people were still talking about it today,0,0.13457995866975905
758,So,0,0.07018898356424853
759,Thank you,1,0.9723827022850665
760,Okay so I'm also involved in MIT Undergraduate research journal and uh last spring we we we we publish twice a year at the end of each semester and last spring um we were a little late in our uh in our uh timeline so it was kind of near finals week and we still hadn't gotten anything published,0,0.4064865837293959
761,So uh sorry this was last fall so we still had the spring semester to uh sort of remediate our uh error,0,0.3448299883627301
762,So um we kind of um all you know pitched in together and I guess the main thing we had to uh draw upon was each other's initiative like in the whole process and motivation and motivation you know for some people it's more self-centered and for others it's more of a community motivation you know? And we each had to tap into our individual editors' motivation you know what kind of people they were what they were looking for et cetera so we had to get people kind of uh self started in a way,0,0.43722042557844615
763,And uh yeah we we got to work really quickly and uh and and we had it published by like the first two weeks of the spring semester so uh,0,0.07692020109018043
764,yeah,0,0.2387154408523499
765,yeah,0,0.2387154408523499
766,It was a good skill that I picked up kind of how to tap into people's sense of initiative and stuff,0,0.4716025486650735
767,So,0,0.07018898356424853
768,Yeah,0,0.2387154408523499
769,Uh,0,0.2387154408523499
770,Yeah,0,0.2387154408523499
771,So uh one of my weakness I think is uh like well shyness,0,0.1352367738043197
772,You know um um and I may see a little like confident you know on the outside but um I definitely have my moments where I'm like you know I just freeze and I feel like so you know like I can't talk to anyone pretty much you know and it's like it's like maybe ten percent of the time that I'm like that but uh I kinda want to like get rid of that completely so yeah I'm just I'm doing I'm like putting myself into more like challenging situations socially and stuff to kind of like overcome it,0,0.16916775686781269
773,So um yeah just like you know taking advantage of every opportunity that comes my way to be social and stuff like going to parties and just being used to being around people because definitely at MIT you can become like socially uh you know like blocked away so,0,0.26459270552821346
774,Yeah,0,0.2387154408523499
775,Um so I draw upon a lot of leadership experiences with my enrollment at MIT student groups um I've completed three years of MIT without going insane that's just a joke but um um,0,0.15248303418968046
776,and I'm very you know like um I'm very organized I'm a self-starter I'm you know I take initiative I've organized a lot of events through these student groups so I'm I'm um I'm definitely able to take upon like large tasks with being organized and you know very like having initiative,0,0.21899413203219753
777,So yeah,0,0.07018898356424853
778,I'm doing pretty well,1,0.5724056014340263
779,I'm a Junior in course two [?unknown word?],0,0.21250816544335416
780,I just started going to last semester but I got very interested in product design when I took a class called product design,0,0.17772661287718336
781,It was really cool because we got to work in small teams to make our own projects,0,0.2571389984462586
782,So ours was a toy called Con[?] Control and my main role is to do a lot of the solid worksing[?] so I make a lot of the CAD 3-D modeling so that we could make the physical components that didn't already exsist,0,0.25353811833686407
783,I really enjoyed that because it's kind of an intersection between designing a part and engineering which I have never really thought of until last year,1,0.5235537960611565
784,Outside of classes I try to do a lot of design work as well maybe in somewhat different fields,1,0.5338463461786015
785,Like I work for the Tech as a production editor,0,0.4716025486650735
786,So It's a lot of making info graphics and laying out the entire newspaper and making it look really pretty,0,0.05007391579932511
787,It's kind of a good break though from equations and things like that,0,0.2115156921086478
788,I think a very recent example is I am going to be chair of my sorority so we just held an event called catwalk which is ten months of planning but it took a lot of delegation a lot of staying on top of things because there's so many components they needed to coordinate,1,0.8367235883167741
789,We ended up having fourteen designers but we had to contact way more than that from around the Boston area,0,0.3887681302185169
790,And the sorority has a hundred forty girls in it so all of them has to participate in some way whether it's working with a designer or helping me to create the decoration scheme or logistics,0,0.13457995866975905
791,I personally think it ran really smoothly as a result of extreme organization,0,0.4429978114195979
792,I had a co-chair and another girl helping me organize it and we got very good at creating tabs on Google Docs to stay on top of things,0,0.33750214762425196
793,If I may I'll go back to toy product design 'cause I think that was a really good good example,0,0.34651595146154224
794,I think all of us--it was a team of three freshmen and two sophomores--none of us had that much experience with product design at all so we were all bringing different skills to the table and different ideas different preferences and visions for what we wanted to do and they clashed a lot in the beginning,1,0.642912184984852
795,It was really difficult for us like our personalities clashed as well not just our ideas which was really difficult to work with because meetings were unproductive and we just felt like we weren't moving anywhere because other teams were moving forward with their ideas prototyping things and we were still arguing over what design would be most feasible or what was interesting,0,0.201241396039797
796,So we worked through that by just--we worked with our mentors talking to them as kind of a mediator so it wasn't a completely self-motivated resolution or self--I don't know how to describe it,0,0.25353811833686407
797,But it ended up working out we all kind of slowed down took a step back and saw from eachother's perspectives talked out very explicitly what the plus and minuses of each idea were and what our goals were given the constraints of the class being that we had a two hundred dollar budget and just a semester to complete it in,0,0.04721556736134647
798,And at this point like a month left to go,0,0.13457995866975905
799,And in the end we just recognized eachother's strengths and we could each take on responsibility for a certain component of the toy and figure out a way to just meld them all together into the final product,0,0.1066093052570166
800,And we did by the end,0,0.1066093052570166
801,We had something that we were really proud of,0,0.2571389984462586
802,Like a lot of teams ended up relying a lot on their mentors to kind of do the project for them but because we each wanted to take so much ownership of the project it was very much our own and we were able to present it on the final day and that's something that was very rewarding,1,0.5052336361306978
803,I think one of my weaknesses is my--I forget what it is called,0,0.39521743774958146
804,Oh lack of assertiveness or lack of confidence in a way,0,0.2115156921086478
805,Like I always want to make sure that everyone's ideas are heard and I feel like lots of times I don't want to create conflict so I'll kind of back down after a little bit,0,0.1352367738043197
806,I'm very open to sharing my ideas but if there's a lot of criticism then I will back down and that's something that I'm working on a lot like just trying to stand behind my own ideas trying to be more objective about them so I have reasons to resent so that I don't feel like there's any reason for me to need to back down,1,0.5737824960575687
807,I think you should hire me because I am very passionate about product design,1,0.8088170427287866
808,I feel like it's something that people told me when I started the mechanical engineering lessons they were like Oh you just lit up and I can see that you found your passion here,1,0.8088170427287866
809,I feel like I'm very detail oriented so I'm able to create CAD models in a very methodical manner instead of just drawing random things together,0,0.43832997198318147
810,I'm able to think of design for manufacturing overall and not just what looks nice on paper but what's actually practicable,0,0.36798992100707234
811,I think I am a great team player in that even though I can be passive sometimes in a way it's good to have people with different levels of aggressiveness and different levels of confidence because that way it's not all like butting heads all the time,1,0.5737824960575687
812,And I think that as I improve in my own smoothly and not confrontationally with people but also get things done very effectively,0,0.27356360199342006
813,I'm good,1,0.5724056014340263
814,How are you?,0,0.15445987288440202
815,Ok well i'm a junior at MIT and I'm currently studying Computer Science and Biology,0,0.4716025486650735
816,It's a new joint major with a minor in management,0,0.2387154408523499
817,So that's a little bit of my background,0,0.09444753853762607
818,Um last summer I worked at Wells Fargo Bank in San Francisco,0,0.4716025486650735
819,I was in their principal investing group,0,0.3938730607112474
820,So I was investing in a lot of longer term securities,0,0.09444753853762607
821,So it was like buy side trading,0,0.13457995866975905
822,Ok so my freshman year um I was doing this project called Six Four Seventy and this is during IEP,0,0.3022838906250506
823,It's like a competition where you're supposed to get a team and design your on website,1,0.5196231351181234
824,So it was like the first time that all of us had been doing this kind of programming before,0,0.19732153176187164
825,Well I had a little background but not much,0,0.4716025486650735
826,Um and basically at the end of the day it came to me to get the team together because everyone was doing other things,0,0.2387154408523499
827,And it's IEP everyone is trying to have fun also,0,0.13457995866975905
828,Then I was like guys we have deadlines,0,0.25353811833686407
829,We need to get a B in this,0,0.33141366362000685
830,So basically I stepped into a leadership roll and I brought our team together and we managed to finish our project and pass the class,0,0.14153925129016182
831,It didn't win any of us awards but at least we finished it,1,0.5052336361306978
832,I guess that is kind of related to my previous example,1,0.6114423030620092
833,I can talk more in depth about it I guess,1,0.6114423030620092
834,Um so I guess our main issue was getting the back end database to work correctly,1,0.5066404005866445
835,Um which none of us had ever programmed with like MySQL or any of those languages before you know,1,0.5713018750224388
836,So um I basically tried to delegate tasks,0,0.09444753853762607
837,So I made one of my friends set up the uh get hub server and then another friend,0,0.09444753853762607
838,I said ok just try to focus on like the matching algorithms,1,0.5724056014340263
839,Then I'll try to put all these things together and create like the front end of the website and bring all the code together and yeah,0,0.1768600974688769
840,So that was my team experience,0,0.09444753853762607
841,I think one of my weaknesses is um when I am working on a team sometimes I try to do too much myself,0,0.39521743774958146
842,Um like sometimes like people are say: oh what can I help you with? but if they had previously shown inconsistency in the past then I'll try to get it done on my own and not really like delegate things to them so yeah,0,0.04820567998232772
843,That's something I need to work on I think,1,0.6100299707868481
844,Uh to overcome it I am trying to be a better leader,0,0.4716025486650735
845,Um I am actually going through this leadership uh program right now,0,0.23226963873358347
846,It's called CCLP so that's been helping me a lot with my leadership skills,0,0.4716025486650735
847,I think you should hire me because I have the necessary background experience,1,0.6725207706449717
848,Um from my past summers at uh Wells Fargo and also because I can get work done,0,0.4716025486650735
849,I will work well on a team but at the end of the day if things aren't getting done I will over-compensate and do it myself,1,0.6490718829987913
850,So you can count on me to meet the deadlines necessary at your firm,0,0.08967900877249617
851,Huh pretty well how are you?,0,0.45741044182905144
852,Um i am a junior in course 18 which is applied math,0,0.3022838906250506
